grid_cell,lat_bin,lon_bin,hour,day_of_week,crime_count,n_crime_types,month_mode,is_weekend,risk_level
41.78_-87.76,41.78,-87.76,1,6,3,3,6,1,Medium
41.78_-87.76,41.78,-87.76,2,0,1,1,7,0,Low
41.78_-87.76,41.78,-87.76,2,1,1,1,4,0,Low
41.78_-87.76,41.78,-87.76,2,2,2,1,4,0,Low
41.78_-87.76,41.78,-87.76,2,3,1,1,2,0,Low
41.78_-87.76,41.78,-87.76,2,4,2,2,8,0,Low
41.78_-87.76,41.78,-87.76,2,5,3,3,2,1,Medium
41.78_-87.76,41.78,-87.76,2,6,2,2,5,1,Low
41.78_-87.76,41.78,-87.76,3,3,2,2,7,0,Low
41.78_-87.76,41.78,-87.76,3,4,2,2,4,0,Low
41.78_-87.76,41.78,-87.76,3,6,1,1,2,1,Low
41.78_-87.76,41.78,-87.76,4,0,2,2,10,0,Low
41.78_-87.76,41.78,-87.76,4,2,1,1,5,0,Low
41.78_-87.76,41.78,-87.76,4,4,2,2,8,0,Low
41.78_-87.76,41.78,-87.76,4,6,1,1,5,1,Low
41.78_-87.76,41.78,-87.76,5,0,2,2,3,0,Low
41.78_-87.76,41.78,-87.76,5,2,1,1,9,0,Low
41.78_-87.76,41.78,-87.76,5,3,1,1,9,0,Low
41.78_-87.76,41.78,-87.76,5,4,1,1,2,0,Low
41.78_-87.76,41.78,-87.76,5,6,1,1,9,1,Low
41.78_-87.76,41.78,-87.76,6,0,1,1,2,0,Low
41.78_-87.76,41.78,-87.76,6,1,1,1,3,0,Low
41.78_-87.76,41.78,-87.76,6,3,1,1,1,0,Low
41.78_-87.76,41.78,-87.76,6,4,2,2,4,0,Low
41.78_-87.76,41.78,-87.76,6,6,3,3,4,1,Medium
41.78_-87.76,41.78,-87.76,7,0,2,1,2,0,Low
41.78_-87.76,41.78,-87.76,7,1,1,1,5,0,Low
41.78_-87.76,41.78,-87.76,7,2,2,2,5,0,Low
41.78_-87.76,41.78,-87.76,7,6,1,1,6,1,Low
41.78_-87.76,41.78,-87.76,8,4,3,3,8,0,Medium
41.78_-87.76,41.78,-87.76,8,5,2,2,5,1,Low
41.78_-87.76,41.78,-87.76,9,0,1,1,2,0,Low
41.78_-87.76,41.78,-87.76,9,1,1,1,2,0,Low
41.78_-87.76,41.78,-87.76,9,2,2,2,9,0,Low
41.78_-87.76,41.78,-87.76,9,3,1,1,7,0,Low
41.78_-87.76,41.78,-87.76,9,4,1,1,11,0,Low
41.78_-87.76,41.78,-87.76,9,5,1,1,11,1,Low
41.78_-87.76,41.78,-87.76,10,2,3,2,2,0,Medium
41.78_-87.76,41.78,-87.76,10,4,1,1,8,0,Low
41.78_-87.76,41.78,-87.76,10,6,1,1,5,1,Low
41.78_-87.76,41.78,-87.76,11,0,2,2,2,0,Low
41.78_-87.76,41.78,-87.76,11,1,1,1,4,0,Low
41.78_-87.76,41.78,-87.76,11,2,1,1,3,0,Low
41.78_-87.76,41.78,-87.76,11,4,1,1,9,0,Low
41.78_-87.76,41.78,-87.76,11,5,1,1,7,1,Low
41.78_-87.76,41.78,-87.76,12,0,1,1,3,0,Low
41.78_-87.76,41.78,-87.76,12,3,3,3,2,0,Medium
41.78_-87.76,41.78,-87.76,12,4,1,1,8,0,Low
41.78_-87.76,41.78,-87.76,12,6,1,1,9,1,Low
41.78_-87.76,41.78,-87.76,13,0,1,1,3,0,Low
41.78_-87.76,41.78,-87.76,13,1,1,1,10,0,Low
41.78_-87.76,41.78,-87.76,13,3,1,1,7,0,Low
41.78_-87.76,41.78,-87.76,13,4,1,1,6,0,Low
41.78_-87.76,41.78,-87.76,13,5,1,1,4,1,Low
41.78_-87.76,41.78,-87.76,13,6,2,2,1,1,Low
41.78_-87.76,41.78,-87.76,14,0,1,1,9,0,Low
41.78_-87.76,41.78,-87.76,14,1,2,2,1,0,Low
41.78_-87.76,41.78,-87.76,14,2,1,1,3,0,Low
41.78_-87.76,41.78,-87.76,14,4,2,2,5,0,Low
41.78_-87.76,41.78,-87.76,14,5,1,1,12,1,Low
41.78_-87.76,41.78,-87.76,15,0,1,1,3,0,Low
41.78_-87.76,41.78,-87.76,15,2,3,2,2,0,Medium
41.78_-87.76,41.78,-87.76,15,3,4,4,5,0,Medium
41.78_-87.76,41.78,-87.76,15,4,2,2,3,0,Low
41.78_-87.76,41.78,-87.76,15,5,1,1,5,1,Low
41.78_-87.76,41.78,-87.76,15,6,1,1,4,1,Low
41.78_-87.76,41.78,-87.76,16,2,3,3,5,0,Medium
41.78_-87.76,41.78,-87.76,16,4,2,2,4,0,Low
41.78_-87.76,41.78,-87.76,16,6,3,2,2,1,Medium
41.78_-87.76,41.78,-87.76,17,1,1,1,3,0,Low
41.78_-87.76,41.78,-87.76,17,2,1,1,10,0,Low
41.78_-87.76,41.78,-87.76,17,4,2,2,1,0,Low
41.78_-87.76,41.78,-87.76,17,5,1,1,5,1,Low
41.78_-87.76,41.78,-87.76,17,6,1,1,6,1,Low
41.78_-87.76,41.78,-87.76,18,1,3,3,3,0,Medium
41.78_-87.76,41.78,-87.76,18,3,2,2,7,0,Low
41.78_-87.76,41.78,-87.76,18,5,1,1,9,1,Low
41.78_-87.76,41.78,-87.76,18,6,1,1,11,1,Low
41.78_-87.76,41.78,-87.76,19,0,1,1,5,0,Low
41.78_-87.76,41.78,-87.76,19,2,1,1,8,0,Low
41.78_-87.76,41.78,-87.76,19,3,1,1,4,0,Low
41.78_-87.76,41.78,-87.76,19,4,2,1,3,0,Low
41.78_-87.76,41.78,-87.76,19,5,1,1,8,1,Low
41.78_-87.76,41.78,-87.76,19,6,2,2,2,1,Low
41.78_-87.76,41.78,-87.76,20,0,1,1,3,0,Low
41.78_-87.76,41.78,-87.76,20,1,2,2,1,0,Low
41.78_-87.76,41.78,-87.76,20,2,1,1,2,0,Low
41.78_-87.76,41.78,-87.76,20,3,4,3,3,0,Medium
41.78_-87.76,41.78,-87.76,20,5,2,2,1,1,Low
41.78_-87.76,41.78,-87.76,20,6,2,2,5,1,Low
41.78_-87.76,41.78,-87.76,21,0,2,1,8,0,Low
41.78_-87.76,41.78,-87.76,21,1,3,2,1,0,Medium
41.78_-87.76,41.78,-87.76,21,2,2,2,4,0,Low
41.78_-87.76,41.78,-87.76,21,3,3,3,6,0,Medium
41.78_-87.76,41.78,-87.76,21,4,1,1,4,0,Low
41.78_-87.76,41.78,-87.76,21,5,2,2,8,1,Low
41.78_-87.76,41.78,-87.76,21,6,1,1,11,1,Low
41.78_-87.76,41.78,-87.76,22,1,2,1,3,0,Low
41.78_-87.76,41.78,-87.76,22,3,1,1,5,0,Low
41.78_-87.76,41.78,-87.76,22,4,3,2,2,0,Medium
41.78_-87.76,41.78,-87.76,22,5,5,4,3,1,High
41.78_-87.76,41.78,-87.76,23,1,1,1,7,0,Low
41.78_-87.76,41.78,-87.76,23,2,1,1,8,0,Low
41.78_-87.76,41.78,-87.76,23,4,1,1,1,0,Low
41.78_-87.76,41.78,-87.76,23,6,3,3,2,1,Medium
41.78_-87.77,41.78,-87.77,0,0,2,2,5,0,Low
41.78_-87.77,41.78,-87.77,0,1,3,3,2,0,Medium
41.78_-87.77,41.78,-87.77,0,2,3,3,3,0,Medium
41.78_-87.77,41.78,-87.77,0,3,1,1,10,0,Low
41.78_-87.77,41.78,-87.77,0,4,3,3,1,0,Medium
41.78_-87.77,41.78,-87.77,0,5,8,6,3,1,High
41.78_-87.77,41.78,-87.77,0,6,3,3,3,1,Medium
41.78_-87.77,41.78,-87.77,1,0,1,1,5,0,Low
41.78_-87.77,41.78,-87.77,1,1,3,3,2,0,Medium
41.78_-87.77,41.78,-87.77,1,5,1,1,3,1,Low
41.78_-87.77,41.78,-87.77,1,6,1,1,2,1,Low
41.78_-87.77,41.78,-87.77,2,2,2,2,2,0,Low
41.78_-87.77,41.78,-87.77,2,4,3,3,1,0,Medium
41.78_-87.77,41.78,-87.77,2,5,2,2,9,1,Low
41.78_-87.77,41.78,-87.77,2,6,1,1,4,1,Low
41.78_-87.77,41.78,-87.77,3,0,1,1,2,0,Low
41.78_-87.77,41.78,-87.77,3,1,1,1,4,0,Low
41.78_-87.77,41.78,-87.77,3,2,1,1,2,0,Low
41.78_-87.77,41.78,-87.77,3,3,1,1,5,0,Low
41.78_-87.77,41.78,-87.77,3,4,2,1,2,0,Low
41.78_-87.77,41.78,-87.77,3,5,2,2,7,1,Low
41.78_-87.77,41.78,-87.77,4,0,1,1,1,0,Low
41.78_-87.77,41.78,-87.77,4,1,1,1,10,0,Low
41.78_-87.77,41.78,-87.77,4,2,1,1,11,0,Low
41.78_-87.77,41.78,-87.77,4,4,2,2,9,0,Low
41.78_-87.77,41.78,-87.77,4,5,1,1,8,1,Low
41.78_-87.77,41.78,-87.77,5,0,1,1,7,0,Low
41.78_-87.77,41.78,-87.77,5,4,1,1,3,0,Low
41.78_-87.77,41.78,-87.77,5,5,2,1,5,1,Low
41.78_-87.77,41.78,-87.77,5,6,1,1,12,1,Low
41.78_-87.77,41.78,-87.77,6,2,2,1,3,0,Low
41.78_-87.77,41.78,-87.77,6,3,2,2,7,0,Low
41.78_-87.77,41.78,-87.77,6,4,1,1,5,0,Low
41.78_-87.77,41.78,-87.77,6,5,3,2,4,1,Medium
41.78_-87.77,41.78,-87.77,7,0,1,1,4,0,Low
41.78_-87.77,41.78,-87.77,7,2,2,1,5,0,Low
41.78_-87.77,41.78,-87.77,7,5,1,1,2,1,Low
41.78_-87.77,41.78,-87.77,7,6,1,1,8,1,Low
41.78_-87.77,41.78,-87.77,8,0,2,2,4,0,Low
41.78_-87.77,41.78,-87.77,8,3,1,1,11,0,Low
41.78_-87.77,41.78,-87.77,8,4,1,1,2,0,Low
41.78_-87.77,41.78,-87.77,8,5,1,1,3,1,Low
41.78_-87.77,41.78,-87.77,8,6,1,1,7,1,Low
41.78_-87.77,41.78,-87.77,9,1,4,4,1,0,Medium
41.78_-87.77,41.78,-87.77,9,2,2,2,2,0,Low
41.78_-87.77,41.78,-87.77,9,3,1,1,3,0,Low
41.78_-87.77,41.78,-87.77,9,5,3,3,3,1,Medium
41.78_-87.77,41.78,-87.77,9,6,1,1,12,1,Low
41.78_-87.77,41.78,-87.77,10,0,2,2,6,0,Low
41.78_-87.77,41.78,-87.77,10,3,1,1,3,0,Low
41.78_-87.77,41.78,-87.77,10,4,2,1,5,0,Low
41.78_-87.77,41.78,-87.77,10,5,3,2,4,1,Medium
41.78_-87.77,41.78,-87.77,11,0,1,1,9,0,Low
41.78_-87.77,41.78,-87.77,11,1,1,1,11,0,Low
41.78_-87.77,41.78,-87.77,11,2,3,3,3,0,Medium
41.78_-87.77,41.78,-87.77,11,3,1,1,3,0,Low
41.78_-87.77,41.78,-87.77,11,4,1,1,10,0,Low
41.78_-87.77,41.78,-87.77,11,5,1,1,6,1,Low
41.78_-87.77,41.78,-87.77,11,6,1,1,8,1,Low
41.78_-87.77,41.78,-87.77,12,0,3,2,5,0,Medium
41.78_-87.77,41.78,-87.77,12,1,4,3,3,0,Medium
41.78_-87.77,41.78,-87.77,12,2,1,1,3,0,Low
41.78_-87.77,41.78,-87.77,12,3,1,1,7,0,Low
41.78_-87.77,41.78,-87.77,12,4,5,5,5,0,High
41.78_-87.77,41.78,-87.77,12,5,1,1,5,1,Low
41.78_-87.77,41.78,-87.77,12,6,3,1,7,1,Medium
41.78_-87.77,41.78,-87.77,13,0,2,2,3,0,Low
41.78_-87.77,41.78,-87.77,13,1,2,2,3,0,Low
41.78_-87.77,41.78,-87.77,13,3,1,1,2,0,Low
41.78_-87.77,41.78,-87.77,13,4,5,4,8,0,High
41.78_-87.77,41.78,-87.77,13,5,2,2,4,1,Low
41.78_-87.77,41.78,-87.77,14,0,1,1,3,0,Low
41.78_-87.77,41.78,-87.77,14,1,2,2,1,0,Low
41.78_-87.77,41.78,-87.77,14,2,1,1,12,0,Low
41.78_-87.77,41.78,-87.77,14,3,1,1,3,0,Low
41.78_-87.77,41.78,-87.77,14,5,4,4,3,1,Medium
41.78_-87.77,41.78,-87.77,15,0,1,1,9,0,Low
41.78_-87.77,41.78,-87.77,15,1,2,2,2,0,Low
41.78_-87.77,41.78,-87.77,15,2,1,1,7,0,Low
41.78_-87.77,41.78,-87.77,15,3,3,3,4,0,Medium
41.78_-87.77,41.78,-87.77,15,4,3,2,6,0,Medium
41.78_-87.77,41.78,-87.77,15,5,1,1,1,1,Low
41.78_-87.77,41.78,-87.77,15,6,4,3,3,1,Medium
41.78_-87.77,41.78,-87.77,16,0,2,1,3,0,Low
41.78_-87.77,41.78,-87.77,16,1,1,1,6,0,Low
41.78_-87.77,41.78,-87.77,16,2,2,2,4,0,Low
41.78_-87.77,41.78,-87.77,16,3,3,3,2,0,Medium
41.78_-87.77,41.78,-87.77,16,4,1,1,5,0,Low
41.78_-87.77,41.78,-87.77,16,5,1,1,4,1,Low
41.78_-87.77,41.78,-87.77,16,6,1,1,3,1,Low
41.78_-87.77,41.78,-87.77,17,0,3,3,2,0,Medium
41.78_-87.77,41.78,-87.77,17,1,1,1,5,0,Low
41.78_-87.77,41.78,-87.77,17,3,1,1,8,0,Low
41.78_-87.77,41.78,-87.77,17,5,3,2,4,1,Medium
41.78_-87.77,41.78,-87.77,17,6,3,3,10,1,Medium
41.78_-87.77,41.78,-87.77,18,1,3,3,2,0,Medium
41.78_-87.77,41.78,-87.77,18,2,1,1,3,0,Low
41.78_-87.77,41.78,-87.77,18,3,2,2,1,0,Low
41.78_-87.77,41.78,-87.77,18,4,2,2,2,0,Low
41.78_-87.77,41.78,-87.77,18,6,3,3,3,1,Medium
41.78_-87.77,41.78,-87.77,19,0,1,1,4,0,Low
41.78_-87.77,41.78,-87.77,19,3,3,3,1,0,Medium
41.78_-87.77,41.78,-87.77,19,4,1,1,4,0,Low
41.78_-87.77,41.78,-87.77,19,5,2,2,2,1,Low
41.78_-87.77,41.78,-87.77,19,6,4,3,5,1,Medium
41.78_-87.77,41.78,-87.77,20,0,2,2,6,0,Low
41.78_-87.77,41.78,-87.77,20,1,3,3,12,0,Medium
41.78_-87.77,41.78,-87.77,20,3,2,2,3,0,Low
41.78_-87.77,41.78,-87.77,20,4,2,2,5,0,Low
41.78_-87.77,41.78,-87.77,20,5,1,1,7,1,Low
41.78_-87.77,41.78,-87.77,20,6,2,2,4,1,Low
41.78_-87.77,41.78,-87.77,21,1,2,1,2,0,Low
41.78_-87.77,41.78,-87.77,21,2,2,2,2,0,Low
41.78_-87.77,41.78,-87.77,21,4,1,1,5,0,Low
41.78_-87.77,41.78,-87.77,21,5,2,1,9,1,Low
41.78_-87.77,41.78,-87.77,21,6,4,4,2,1,Medium
41.78_-87.77,41.78,-87.77,22,0,2,2,2,0,Low
41.78_-87.77,41.78,-87.77,22,1,1,1,4,0,Low
41.78_-87.77,41.78,-87.77,22,2,2,2,3,0,Low
41.78_-87.77,41.78,-87.77,22,3,1,1,8,0,Low
41.78_-87.77,41.78,-87.77,22,4,4,2,8,0,Medium
41.78_-87.77,41.78,-87.77,22,5,3,1,5,1,Medium
41.78_-87.77,41.78,-87.77,23,0,2,1,3,0,Low
41.78_-87.77,41.78,-87.77,23,1,1,1,12,0,Low
41.78_-87.77,41.78,-87.77,23,2,1,1,3,0,Low
41.78_-87.77,41.78,-87.77,23,3,2,2,5,0,Low
41.78_-87.77,41.78,-87.77,23,4,2,2,10,0,Low
41.78_-87.77,41.78,-87.77,23,5,4,4,1,1,Medium
41.78_-87.77,41.78,-87.77,23,6,1,1,6,1,Low
41.78_-87.78,41.78,-87.78,0,0,3,3,3,0,Medium
41.78_-87.78,41.78,-87.78,0,1,2,2,7,0,Low
41.78_-87.78,41.78,-87.78,0,2,2,2,6,0,Low
41.78_-87.78,41.78,-87.78,0,3,2,2,9,0,Low
41.78_-87.78,41.78,-87.78,0,4,3,2,2,0,Medium
41.78_-87.78,41.78,-87.78,0,5,6,4,4,1,High
41.78_-87.78,41.78,-87.78,0,6,1,1,1,1,Low
41.78_-87.78,41.78,-87.78,1,0,1,1,3,0,Low
41.78_-87.78,41.78,-87.78,2,1,1,1,3,0,Low
41.78_-87.78,41.78,-87.78,2,3,1,1,4,0,Low
41.78_-87.78,41.78,-87.78,2,4,1,1,3,0,Low
41.78_-87.78,41.78,-87.78,2,5,1,1,5,1,Low
41.78_-87.78,41.78,-87.78,3,0,4,3,10,0,Medium
41.78_-87.78,41.78,-87.78,3,3,1,1,10,0,Low
41.78_-87.78,41.78,-87.78,3,4,2,2,5,0,Low
41.78_-87.78,41.78,-87.78,3,5,2,2,8,1,Low
41.78_-87.78,41.78,-87.78,3,6,2,2,4,1,Low
41.78_-87.78,41.78,-87.78,4,0,1,1,4,0,Low
41.78_-87.78,41.78,-87.78,4,1,1,1,4,0,Low
41.78_-87.78,41.78,-87.78,4,4,1,1,3,0,Low
41.78_-87.78,41.78,-87.78,4,6,3,3,4,1,Medium
41.78_-87.78,41.78,-87.78,5,0,1,1,12,0,Low
41.78_-87.78,41.78,-87.78,5,3,2,2,6,0,Low
41.78_-87.78,41.78,-87.78,5,5,2,1,1,1,Low
41.78_-87.78,41.78,-87.78,5,6,1,1,6,1,Low
41.78_-87.78,41.78,-87.78,6,1,2,2,9,0,Low
41.78_-87.78,41.78,-87.78,6,4,1,1,4,0,Low
41.78_-87.78,41.78,-87.78,6,5,2,2,3,1,Low
41.78_-87.78,41.78,-87.78,6,6,3,2,12,1,Medium
41.78_-87.78,41.78,-87.78,7,1,1,1,10,0,Low
41.78_-87.78,41.78,-87.78,7,2,1,1,4,0,Low
41.78_-87.78,41.78,-87.78,7,4,1,1,2,0,Low
41.78_-87.78,41.78,-87.78,8,0,2,2,3,0,Low
41.78_-87.78,41.78,-87.78,8,2,3,1,5,0,Medium
41.78_-87.78,41.78,-87.78,8,5,1,1,11,1,Low
41.78_-87.78,41.78,-87.78,9,0,2,2,1,0,Low
41.78_-87.78,41.78,-87.78,9,2,1,1,3,0,Low
41.78_-87.78,41.78,-87.78,9,4,1,1,7,0,Low
41.78_-87.78,41.78,-87.78,9,5,2,2,1,1,Low
41.78_-87.78,41.78,-87.78,9,6,1,1,7,1,Low
41.78_-87.78,41.78,-87.78,10,0,3,3,4,0,Medium
41.78_-87.78,41.78,-87.78,10,3,1,1,6,0,Low
41.78_-87.78,41.78,-87.78,10,4,2,2,6,0,Low
41.78_-87.78,41.78,-87.78,10,6,2,2,5,1,Low
41.78_-87.78,41.78,-87.78,11,0,3,3,1,0,Medium
41.78_-87.78,41.78,-87.78,11,1,1,1,6,0,Low
41.78_-87.78,41.78,-87.78,11,5,2,2,4,1,Low
41.78_-87.78,41.78,-87.78,11,6,1,1,6,1,Low
41.78_-87.78,41.78,-87.78,12,1,1,1,3,0,Low
41.78_-87.78,41.78,-87.78,12,2,1,1,4,0,Low
41.78_-87.78,41.78,-87.78,12,3,2,2,2,0,Low
41.78_-87.78,41.78,-87.78,12,4,2,2,3,0,Low
41.78_-87.78,41.78,-87.78,12,5,3,2,3,1,Medium
41.78_-87.78,41.78,-87.78,12,6,2,2,2,1,Low
41.78_-87.78,41.78,-87.78,13,0,1,1,9,0,Low
41.78_-87.78,41.78,-87.78,13,4,1,1,5,0,Low
41.78_-87.78,41.78,-87.78,13,5,3,3,1,1,Medium
41.78_-87.78,41.78,-87.78,14,0,1,1,3,0,Low
41.78_-87.78,41.78,-87.78,14,3,1,1,4,0,Low
41.78_-87.78,41.78,-87.78,14,4,2,2,8,0,Low
41.78_-87.78,41.78,-87.78,14,5,1,1,5,1,Low
41.78_-87.78,41.78,-87.78,14,6,1,1,9,1,Low
41.78_-87.78,41.78,-87.78,15,0,2,2,4,0,Low
41.78_-87.78,41.78,-87.78,15,1,1,1,9,0,Low
41.78_-87.78,41.78,-87.78,15,2,2,2,6,0,Low
41.78_-87.78,41.78,-87.78,15,3,2,2,4,0,Low
41.78_-87.78,41.78,-87.78,15,4,2,2,2,0,Low
41.78_-87.78,41.78,-87.78,15,5,3,3,1,1,Medium
41.78_-87.78,41.78,-87.78,15,6,1,1,11,1,Low
41.78_-87.78,41.78,-87.78,16,0,2,2,9,0,Low
41.78_-87.78,41.78,-87.78,16,1,5,4,12,0,High
41.78_-87.78,41.78,-87.78,16,2,1,1,7,0,Low
41.78_-87.78,41.78,-87.78,16,3,1,1,12,0,Low
41.78_-87.78,41.78,-87.78,16,6,1,1,5,1,Low
41.78_-87.78,41.78,-87.78,17,0,1,1,4,0,Low
41.78_-87.78,41.78,-87.78,17,2,2,2,2,0,Low
41.78_-87.78,41.78,-87.78,17,4,2,2,2,0,Low
41.78_-87.78,41.78,-87.78,17,5,1,1,12,1,Low
41.78_-87.78,41.78,-87.78,17,6,3,3,5,1,Medium
41.78_-87.78,41.78,-87.78,18,1,1,1,3,0,Low
41.78_-87.78,41.78,-87.78,18,2,3,3,6,0,Medium
41.78_-87.78,41.78,-87.78,18,3,1,1,1,0,Low
41.78_-87.78,41.78,-87.78,18,5,4,4,1,1,Medium
41.78_-87.78,41.78,-87.78,19,0,1,1,2,0,Low
41.78_-87.78,41.78,-87.78,19,1,1,1,4,0,Low
41.78_-87.78,41.78,-87.78,19,2,2,2,4,0,Low
41.78_-87.78,41.78,-87.78,19,3,2,2,1,0,Low
41.78_-87.78,41.78,-87.78,19,4,2,2,3,0,Low
41.78_-87.78,41.78,-87.78,19,5,1,1,6,1,Low
41.78_-87.78,41.78,-87.78,19,6,2,1,4,1,Low
41.78_-87.78,41.78,-87.78,20,0,1,1,2,0,Low
41.78_-87.78,41.78,-87.78,20,1,1,1,4,0,Low
41.78_-87.78,41.78,-87.78,20,2,1,1,10,0,Low
41.78_-87.78,41.78,-87.78,20,3,3,3,4,0,Medium
41.78_-87.78,41.78,-87.78,20,4,2,1,7,0,Low
41.78_-87.78,41.78,-87.78,20,5,2,2,9,1,Low
41.78_-87.78,41.78,-87.78,20,6,1,1,2,1,Low
41.78_-87.78,41.78,-87.78,21,0,1,1,6,0,Low
41.78_-87.78,41.78,-87.78,21,1,2,1,2,0,Low
41.78_-87.78,41.78,-87.78,21,2,1,1,10,0,Low
41.78_-87.78,41.78,-87.78,21,3,1,1,4,0,Low
41.78_-87.78,41.78,-87.78,21,4,1,1,6,0,Low
41.78_-87.78,41.78,-87.78,21,5,1,1,2,1,Low
41.78_-87.78,41.78,-87.78,22,1,1,1,10,0,Low
41.78_-87.78,41.78,-87.78,22,2,2,2,2,0,Low
41.78_-87.78,41.78,-87.78,22,4,1,1,1,0,Low
41.78_-87.78,41.78,-87.78,22,5,2,2,7,1,Low
41.78_-87.78,41.78,-87.78,22,6,2,2,9,1,Low
41.78_-87.78,41.78,-87.78,23,1,3,3,12,0,Medium
41.78_-87.78,41.78,-87.78,23,3,2,2,4,0,Low
41.78_-87.78,41.78,-87.78,23,4,2,2,1,0,Low
41.78_-87.78,41.78,-87.78,23,6,1,1,1,1,Low
41.78_-87.79,41.78,-87.79,0,0,5,5,3,0,High
41.78_-87.79,41.78,-87.79,0,1,4,4,2,0,Medium
41.78_-87.79,41.78,-87.79,0,3,2,2,2,0,Low
41.78_-87.79,41.78,-87.79,0,4,1,1,4,0,Low
41.78_-87.79,41.78,-87.79,0,5,2,2,2,1,Low
41.78_-87.79,41.78,-87.79,0,6,3,3,2,1,Medium
41.78_-87.79,41.78,-87.79,1,0,2,2,2,0,Low
41.78_-87.79,41.78,-87.79,1,1,2,1,2,0,Low
41.78_-87.79,41.78,-87.79,1,5,1,1,10,1,Low
41.78_-87.79,41.78,-87.79,1,6,1,1,2,1,Low
41.78_-87.79,41.78,-87.79,2,0,1,1,2,0,Low
41.78_-87.79,41.78,-87.79,2,3,1,1,11,0,Low
41.78_-87.79,41.78,-87.79,2,5,1,1,5,1,Low
41.78_-87.79,41.78,-87.79,3,0,2,2,4,0,Low
41.78_-87.79,41.78,-87.79,3,1,2,2,6,0,Low
41.78_-87.79,41.78,-87.79,3,3,2,2,6,0,Low
41.78_-87.79,41.78,-87.79,3,6,1,1,8,1,Low
41.78_-87.79,41.78,-87.79,4,0,2,2,4,0,Low
41.78_-87.79,41.78,-87.79,4,1,1,1,11,0,Low
41.78_-87.79,41.78,-87.79,4,3,1,1,10,0,Low
41.78_-87.79,41.78,-87.79,4,4,1,1,4,0,Low
41.78_-87.79,41.78,-87.79,5,0,1,1,4,0,Low
41.78_-87.79,41.78,-87.79,5,4,2,1,2,0,Low
41.78_-87.79,41.78,-87.79,7,1,1,1,2,0,Low
41.78_-87.79,41.78,-87.79,7,2,2,1,4,0,Low
41.78_-87.79,41.78,-87.79,7,6,1,1,9,1,Low
41.78_-87.79,41.78,-87.79,8,0,2,1,4,0,Low
41.78_-87.79,41.78,-87.79,8,3,1,1,5,0,Low
41.78_-87.79,41.78,-87.79,9,0,1,1,7,0,Low
41.78_-87.79,41.78,-87.79,9,1,1,1,10,0,Low
41.78_-87.79,41.78,-87.79,9,2,1,1,4,0,Low
41.78_-87.79,41.78,-87.79,9,4,2,2,1,0,Low
41.78_-87.79,41.78,-87.79,9,5,2,2,1,1,Low
41.78_-87.79,41.78,-87.79,9,6,2,2,6,1,Low
41.78_-87.79,41.78,-87.79,10,0,1,1,4,0,Low
41.78_-87.79,41.78,-87.79,10,3,2,2,12,0,Low
41.78_-87.79,41.78,-87.79,10,4,3,3,2,0,Medium
41.78_-87.79,41.78,-87.79,10,6,1,1,4,1,Low
41.78_-87.79,41.78,-87.79,11,0,4,3,2,0,Medium
41.78_-87.79,41.78,-87.79,11,1,1,1,4,0,Low
41.78_-87.79,41.78,-87.79,11,2,1,1,12,0,Low
41.78_-87.79,41.78,-87.79,11,3,1,1,3,0,Low
41.78_-87.79,41.78,-87.79,11,4,2,2,1,0,Low
41.78_-87.79,41.78,-87.79,11,6,1,1,2,1,Low
41.78_-87.79,41.78,-87.79,12,0,1,1,11,0,Low
41.78_-87.79,41.78,-87.79,12,1,1,1,2,0,Low
41.78_-87.79,41.78,-87.79,12,2,1,1,1,0,Low
41.78_-87.79,41.78,-87.79,12,3,4,3,4,0,Medium
41.78_-87.79,41.78,-87.79,12,4,1,1,4,0,Low
41.78_-87.79,41.78,-87.79,12,6,2,2,6,1,Low
41.78_-87.79,41.78,-87.79,13,1,2,2,9,0,Low
41.78_-87.79,41.78,-87.79,13,2,3,3,3,0,Medium
41.78_-87.79,41.78,-87.79,13,3,1,1,7,0,Low
41.78_-87.79,41.78,-87.79,13,5,1,1,8,1,Low
41.78_-87.79,41.78,-87.79,14,1,2,2,1,0,Low
41.78_-87.79,41.78,-87.79,14,2,1,1,2,0,Low
41.78_-87.79,41.78,-87.79,14,3,1,1,12,0,Low
41.78_-87.79,41.78,-87.79,14,4,1,1,9,0,Low
41.78_-87.79,41.78,-87.79,15,0,2,2,4,0,Low
41.78_-87.79,41.78,-87.79,15,1,2,2,1,0,Low
41.78_-87.79,41.78,-87.79,15,3,1,1,3,0,Low
41.78_-87.79,41.78,-87.79,15,5,1,1,3,1,Low
41.78_-87.79,41.78,-87.79,16,0,1,1,12,0,Low
41.78_-87.79,41.78,-87.79,16,1,1,1,6,0,Low
41.78_-87.79,41.78,-87.79,16,2,1,1,5,0,Low
41.78_-87.79,41.78,-87.79,16,6,2,2,6,1,Low
41.78_-87.79,41.78,-87.79,17,2,1,1,10,0,Low
41.78_-87.79,41.78,-87.79,17,3,1,1,10,0,Low
41.78_-87.79,41.78,-87.79,17,6,1,1,7,1,Low
41.78_-87.79,41.78,-87.79,18,0,2,2,3,0,Low
41.78_-87.79,41.78,-87.79,18,1,1,1,4,0,Low
41.78_-87.79,41.78,-87.79,18,2,1,1,10,0,Low
41.78_-87.79,41.78,-87.79,18,4,2,2,8,0,Low
41.78_-87.79,41.78,-87.79,18,6,2,2,6,1,Low
